X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y
6524705.34974685,2066292.61703427,56229,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Pick-Up Site - Department Of Mental Health,349 E. Avenue K-6,,Lancaster,CA,"Monday through Friday, 3:25pm. ",Service/Intake (661) 945-7524,,www.lahsa.org,,,58171,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",93535,http://egis3.lacounty.gov/lms/?p=58171,publish,34.670172,-118.12294,2013/06/01 11:50:56+00,,6524705.34974681,2066292.61703423
6503045.0594061,1743867.21562652,56230,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Pick-Up Site - Catholic Charities Community Center,123 W 14Th St,,Long Beach,CA,Pick-up hours vary. ,"Service/Intake (323) 298-1316, Intake Service/Intake (562) 733-1147",,www.lahsa.org,,,58177,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90813,http://egis3.lacounty.gov/lms/?p=58177,publish,33.78410485,-118.1929207,2013/06/01 11:50:56+00,,6503045.05940606,1743867.21562648
6498150.87332836,1743112.80473377,56231,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Pick-Up Site - Long Beach Multi-Service Center,1301 W. 12th St.,,Long Beach,CA,,Intake Service/Intake (562) 733-1147,,www.lahsa.org,,,58179,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90813,http://egis3.lacounty.gov/lms/?p=58179,publish,33.782005,-118.209021,2013/06/01 11:50:56+00,,6498150.8733283,1743112.80473372
6481643.24098936,1839456.92634961,56232,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Salvation Army,832 W. James M. Wood Blvd.,,Los Angeles,CA,"Monday througfh Sunday, 24 hours per day. PICK UP POINTS AND HOURS No transportation pick-up sites to this shelter.  ",Service/Intake (213) 438-1617,,www.lahsa.org,,,58183,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90015,http://egis3.lacounty.gov/lms/?p=58183,publish,34.046635,-118.264175,2013/06/01 11:50:56+00,,6481643.2409893,1839456.92634957
6487520.47825061,1838721.84875152,56233,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Sro Housing,403 E. 5th St.,,Los Angeles,CA,"Monday through Friday, 7:00am to 5:00pm. PICK-UP POINTS AND HOURS N/A ",Service/Intake and Administration (213) 229-9678,,www.lahsa.org,,,58184,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90013,http://egis3.lacounty.gov/lms/?p=58184,publish,34.044656,-118.244768,2013/06/01 11:50:56+00,,6487520.47825055,1838721.84875147
6444350.09477527,1900250.72634968,56235,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Los Angeles Family Housing,7843 Lankershim Blvd.,,North Hollywood,CA,"Monday through Friday, 9:00am to 5:00pm. PICK-UP POINTS AND HOURS N/A ","Steven Service/Intake (818) 982-4091 Ext.154, Miriam Service/Intake (818) 982-4091 Ext.167,  Service/Intake and Administration (818) 982-4091, Jerome Nielsen Service/Intake (818) 982-4091 Ext.151",,www.lahsa.org,,,58186,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",91605,http://egis3.lacounty.gov/lms/?p=58186,publish,34.213355,-118.388056,2013/06/01 11:50:56+00,,6444350.09477521,1900250.72634964
6478643.18530969,1798378.11119768,56236,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,"Year Round Shelter - Mjb Recovery, Inc.",11152 S Main St,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake (323) 777-2491,,www.lahsa.org,,,58187,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90061,http://egis3.lacounty.gov/lms/?p=58187,publish,33.9337349,-118.2737091,2013/06/01 11:50:56+00,,6478643.18530963,1798378.11119765
6477993.92250061,1827149.82137069,56237,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Volunteers Of America - Pathway To Home,3804 Broadway Pl.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. PICK UP POINTS AND HOURS Downtown Drop-In Center       628 S. San Julian St.       Los Angeles, CA 90013       3:00pm       This pick-up site is for women only.       Los Angeles Mission       434 Wall St., Los Angeles 90013       4:30pm, 5:30pm, 6:30pm        This pick-up site is for men only.  ",Service/Intake and Administration (323) 231-1711,,www.lahsa.org,,,58188,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90037,http://egis3.lacounty.gov/lms/?p=58188,publish,34.01279,-118.27611,2013/06/01 11:50:56+00,,6477993.92250055,1827149.82137065
6494178.51841219,1841599.53098828,56238,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,"Year Round Shelter - Jovenes, Inc.",1208 Pleasant Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. PICK UP POINTS AND HOURS No transportation pick-up sites to this shelter.  ",Service/Intake and Administration (323) 260-8035,,www.lahsa.org,,,58189,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90033,http://egis3.lacounty.gov/lms/?p=58189,publish,34.052606,-118.222811,2013/06/01 11:50:56+00,,6494178.51841214,1841599.53098823
6467995.70299578,1857249.36812685,56239,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Covenant House,1325 N. Western Ave.,,Hollywood,CA,"Monday through Sunday, 24 hours per day. PICK UP POINTS AND HOURS No transportation pick-up sites to this shelter.  ",Service/Intake and Administration (323) 461-3131,,www.lahsa.org,,,58190,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90027,http://egis3.lacounty.gov/lms/?p=58190,publish,34.095419,-118.309407,2013/06/01 11:50:56+00,,6467995.70299572,1857249.36812681
6521234.84717344,2074973.5320871,56240,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Lancaster Community Shelter,44611 Yucca Ave.,Catholic Charities - Lancaster,Lancaster,CA,"Monday through Sunday, 24 hours per day. PICK-UP POINTS AND HOURS Antelope Valley Access Center       45134 N. Sierra Highway       Lancaster, CA 93535       3:30pm; 4:00pm       Mental Health Association       43423 Division       Lancaster, CA 93535       3:45pm; 4:10pm       Department of Mental Health       349 E. Avenue K-6       Lancaster, CA 93535       3:55pm; 4:20pm  ",Service/Intake and Administration (661) 945-7524,,www.lahsa.org,,,58191,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",93534,http://egis3.lacounty.gov/lms/?p=58191,publish,34.694013,-118.134521,2013/06/01 11:50:56+00,,6521234.84717339,2074973.53208706
6494091.60487211,1839425.66361685,56241,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Proyecto Pastoral At Dolores Mission,171 S. Gless St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. PICK-UP POINTS AND HOURS Exterior of LADOT Bus Lay-Over Zone       Northeast Corner       Vignes St. and Cesar Chavez       Los Angeles, CA 90012       4:00pm  ",Men's Shelter Service/Intake and Administration (323) 881-0032,,www.lahsa.org,,,58192,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90033,http://egis3.lacounty.gov/lms/?p=58192,publish,34.046632,-118.223082,2013/06/01 11:50:56+00,,6494091.60487205,1839425.66361681
6487491.84674619,1838160.75276086,56242,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Eimago (Union Rescue Mission),545 S. San Pedro St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. PICK-UP POINTS AND HOURS Twin Towers/Men Central Jail       451 Bauchet Ave.       Los Angeles, CA 90012       5:00pm       Los Angeles Union Station       Northeast Corner of Olvera St. @ Alameda St.       Los Angeles, CA 90012       5:15pm       Public Storage       1215 7th St.       Los Angeles, CA 90021       5:30pm  ",Service/Intake and Administration (213) 347-6300,,www.lahsa.org,,,58194,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90013,http://egis3.lacounty.gov/lms/?p=58194,publish,34.043114,-118.244858,2013/06/01 11:50:56+00,,6487491.84674613,1838160.75276081
6461924.2049682,1829790.41845168,56365,211,,Social Services,Homeless Shelters and Services,,www.friendshelpingfriendsla.org,Friends Helping Friends Sober And Transitional Living Inc,3701 Cherrywood Ave.,,Los Angeles,CA,"Intake:  Monday through Friday, 10:00am to 4:00pm.  Services:  Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (323) 293-9778,  FAX (323) 293-7458",,www.friendshelpingfriendsla.org,,,58311,The agency provides transitional housing for men and women over the age of 18.,90018,http://egis3.lacounty.gov/lms/?p=58311,publish,34.019913,-118.329164,2013/06/01 11:50:56+00,,6461924.20496814,1829790.41845164
6465809.90651436,1838434.54584843,56366,211,,Social Services,Homeless Shelters and Services,,NULL,Good Shepherd Shelter,2561 W. Venice Blvd.,,Los Angeles,CA,,Service/Intake (323) 737-6111,,,,,58312,The agency provides transitional shelter for battered women and their children who live in Los Angeles County.,90019,http://egis3.lacounty.gov/lms/?p=58312,publish,34.0437,-118.316431,2013/06/01 11:50:56+00,,6465809.9065143,1838434.5458484
6427249.24249411,1890802.0953126,56518,211,,Social Services,Homeless Shelters and Services,,www.lsssc.org,Lutheran Social Services Of Southern California - San Fernando And Santa Clarita Valley Area Office,6425 Tyrone Ave.,,Van Nuys,CA,,"Area Director Service/Intake and Administration (818) 901-9480,  FAX (818) 901-9482",,www.lsssc.org,,,58425,The area office provides administrative support for the programs of Lutheran Social Services in the San Fernando Valley area.,91401,http://egis3.lacounty.gov/lms/?p=58425,publish,34.187197,-118.444481,2013/06/01 11:50:56+00,,6427249.24249405,1890802.09531257
6526332.62437944,1760038.95657694,56771,211,,Social Services,Homeless Shelters and Services,,www.sucasadv.org,Su Casa - Ending Domestic Violence,3840 Woodruff Ave.,Administrative Office| Suite 203,Long Beach,CA,"Monday through Friday, 8:00am to 5:00pm. ","Administrative (562) 421-6537,  FAX (562) 421-8117, 24-hour Hotline Service/Intake/Hotline (Voice/TDD) (562) 402-4888",,www.sucasadv.org,,,58587,"The center provides domestic violence services for people of all ages, including transgendered individuals, a shelter for battered persons and their children and volunteer opportunities.",90808,http://egis3.lacounty.gov/lms/?p=58587,publish,33.82864,-118.116349,2013/06/01 11:50:56+00,,6526332.62437938,1760038.9565769
6487933.91804053,1838716.3175946,56812,211,,Social Services,Homeless Shelters and Services,,www.dwcweb.org,Downtown Women's Center,442 S San Pedro St,,Los Angeles,CA,"Monday through Friday, 6:00am to 4:00pm; Saturday and Sunday, 7:00am to 3:00pm. ","Administration (213) 680-0600,  Service/Intake (213) 213-6130,  FAX (213) 680-0844",,www.dwcweb.org,,,58625,The center provides emergency food and homeless support services for single women and housing for homeless mentally ill and/or adult women in the Skid Row area of Los Angeles.,90013,http://egis3.lacounty.gov/lms/?p=58625,publish,34.04464356,-118.2434032,2013/06/01 11:50:56+00,,6487933.91804047,1838716.31759456
6467961.79394285,1819052.28376003,56820,211,,Social Services,Homeless Shelters and Services,,NULL,Testimonial Community Love Center,5721 S. Western Ave.,,Los Angeles,CA,"Monday through Friday, 8:00am to 4:00pm. ","FAX (323) 292-1512,  Service/Intake and Administration (323) 291-6753",,,,,58630,"The center provides emergency food, employment services, holiday assistance and shelter for people in South Central Los Angeles, including people who are homeless or undocumented.",90062,http://egis3.lacounty.gov/lms/?p=58630,publish,33.990459,-118.309131,2013/06/01 11:50:56+00,,6467961.79394281,1819052.28375998
6559207.89721145,1874361.95266803,56833,211,,Social Services,Homeless Shelters and Services,,www.foothillunitycenter.org,Foothill Unity Center Inc - Monrovia,415 W. Chestnut Ave.,,Monrovia,CA,"Monday through Friday, 9:00am to 5:00pm. ","FAX (626) 358-8224,  Service/Intake and Administration (626) 358-3486",,www.foothillunitycenter.org,,,58634,"The center provides emergency food, health services, holiday assistance, and shelter for people who live in the eleven city service area of Altadena, Arcadia, Azusa, Baldwin Park, Bradbury, Duarte, Irwindale, Monrovia, Pasadena, South Pasadena and Sierra Madre.",91016,http://egis3.lacounty.gov/lms/?p=58634,publish,34.142838,-118.008138,2013/06/01 11:50:56+00,,6559207.89721139,1874361.95266798
6481579.7066676,1846166.6983631,56837,211,,Social Services,Homeless Shelters and Services,,www.gschomeless.org/,Good Shepherd Center For Homeless Women - Hawkes Transitional Residence,1640 Rockwood St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","FAX (213) 482-0299,  Service/Intake (213) 482-0281",,www.gschomeless.org/,,,58638,"The center provides emergency food, homeless support services, housing services and shelter primarily for women in the Echo Park and MacArthur Park/Wilshire district.",90026,http://egis3.lacounty.gov/lms/?p=58638,publish,34.065072,-118.264443,2013/06/01 11:50:56+00,,6481579.70666756,1846166.69836307
6481916.06951194,1846582.50429001,56839,211,,Social Services,Homeless Shelters and Services,,www.gschomeless.org/,Good Shepherd Center For Homeless Women - Languille Residence - Emergency Shelter,267 N. Belmont Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (213) 250-5241,  FAX (213) 250-5073",,www.gschomeless.org/,,,58640,"The center provides emergency food, homeless support services, housing services and shelter primarily for women in the Echo Park and MacArthur Park/Wilshire district.",90026,http://egis3.lacounty.gov/lms/?p=58640,publish,34.066217,-118.263336,2013/06/01 11:50:56+00,,6481916.06951189,1846582.50428998
6416959.88183928,1822045.79253677,56844,211,,Social Services,Homeless Shelters and Services,,catholiccharitiesla.org,Catholic Charities Of Los Angeles - St. Robert's Center,211 3Rd Ave,,Venice,CA,,Service/Intake and Administration (310) 392-8701,,,,,58643,"The center provides emergency food, information and referral for residents of Santa Monica, Venice, LAX Airport, West Los Angeles, Beverly Hills, and Culver City areas, including Malibu, Topanga, Pacific Palisades, Brentwood and Bel Air.",90291,http://egis3.lacounty.gov/lms/?p=58643,publish,33.99813634,-118.4774238,2013/06/01 11:50:56+00,,6416959.88183922,1822045.79253672
6474406.50743136,1808025.63619393,57132,211,,Social Services,Homeless Shelters and Services,,City Of Refuge Rescue Ministry,City Of Refuge Rescue Ministry,823 W. Manchester Blvd.,,Los Angeles,CA,"Monday, Tuesday, Thursday 8:30am to 4:30pm; every other Friday, 8:30am to 3:30pm.  Wednesday by appointment only.","Service/Intake and Administration (323) 759-2544,  FAX (323) 759-2856, Case Manager - Mr. Johnson Service/Intake (323) 759-4209, Case Manager - Ms. Brown Service/Intake (323) 756-4229",,,,,58868,"The church provides emergency food, holiday assistance and personal goods for people who are in Los Angeles County, including people who are homeless and undocumented.",90044,http://egis3.lacounty.gov/lms/?p=58868,publish,33.96021216,-118.2877668,2013/05/29 18:27:57+00,,6474406.5074313,1808025.6361939
6498886.30197561,1781512.46317051,57149,211,,Social Services,Homeless Shelters and Services,,NULL,First United Methodist Church Of Compton,1025 S. Long Beach Blvd.,,Compton,CA,"Monday through Thursday, 10:00am to 4:00pm. ",Service/Intake (310) 639-0775,,,,,58875,The church provides emergency food assistance and holiday assistance for people who live in Compton.,90221,http://egis3.lacounty.gov/lms/?p=58875,publish,33.887524,-118.206861,2013/06/01 11:50:56+00,,6498886.30197555,1781512.46317048
6473274.73476052,1834136.65122902,57160,211,,Social Services,Homeless Shelters and Services,,,St. Agnes Catholic Church,2625 S. Vermont Ave.,,Los Angeles,CA,"Monday, Tuesday, Thursday and Friday, 9:00am to 10:30am","Service/Intake (323) 731-2464 Ext.107,  FAX (323) 731-6186
",,,,,58884,"The church provides emergency food for people who live within parish boundaries which include parts of Los Angeles zip codes 90007, and small sections of 90018 and 90037. See service text for parish boundaries.",90007,http://egis3.lacounty.gov/lms/?p=58884,publish,34.0319521,-118.2917489,2013/05/29 18:32:35+00,,6473274.73476046,1834136.65122898
6551119.09744419,1814579.35963503,57165,211,,Social Services,Homeless Shelters and Services,,NULL,St. Matthias Episcopal Church,7056 S. Washington Ave.,,Whittier,CA,"Monday, Friday, 12:00 noon to 4:00pm; Tuesday, Wednesday, Thursday, 9:00am to 4:00pm. ",Service/Intake and Administration (562) 698-9741,,,,,58885,"The church provides emergency food, holiday assistance and homeless support services to anyone in Whittier and surrounding areas.",90602,http://egis3.lacounty.gov/lms/?p=58885,publish,33.978559,-118.034802,2013/06/01 11:50:56+00,,6551119.09744413,1814579.35963498
6473268.30859227,1830450.42566185,57173,211,,Social Services,Homeless Shelters and Services,,,St. Mark's Evangelical Lutheran Church,3651 S. Vermont Ave.,,Los Angeles,CA,"Food intake hours are Tuesday and Thursday, 11:00am to 1:00pm.  Food distribution is on the fourth Saturday of each month at 11:00am.  The meal is served Monday through Friday, 11:00am to 1:00pm and the fourth Saturday of the month at 11:30am. ","FAX (323) 731-6104,  Service/Intake and Administration (323) 731-2157",,,,,58888,"The church provides emergency food and holiday assistance for people who live in Los Angeles County, including people who are homeless.",90007,http://egis3.lacounty.gov/lms/?p=58888,publish,34.02182287,-118.2917348,2013/05/29 18:29:22+00,,6473268.30859222,1830450.42566182
6487321.35791394,1838809.67501944,58579,211,,Social Services,Homeless Shelters and Services,,www.losangelesmission.org,Los Angeles Mission,303 E. 5th St.,,Los Angeles,CA,"SITE HOURS: Monday through Saturday, 6:00am to 4:00pm; Monday through Saturday, 6:00pm to 7:00pm ","Volunteers Service/Intake (213) 629-1227 Ext.301, Urban Training Institute Service/Intake (213) 629-1227 Ext.387,  Service/Intake and Administration (213) 629-1227, Volunteers Service/Intake (213) 629-1227 Ext.417,  Service/Intake (213) 893-1960,  FAX (21",,www.losangelesmission.org,,,60003,"The mission provides a variety of Christian-oriented emergency services including adult education, emergency food, holiday assistance, homeless support services and shelter for homeless men 18 years and older who are in the Central Los Angeles/Skid Row area.",90013,http://egis3.lacounty.gov/lms/?p=60003,publish,34.044896,-118.245426,2013/06/01 11:50:56+00,,6487321.35791388,1838809.6750194
6488389.6677852,1838240.46093477,58585,211,,Social Services,Homeless Shelters and Services,,www.fjm.org,Fred Jordan Mission,445 Towne Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","FAX (626) 332-8759,  Service/Intake and Administration (626) 915-1981,  Service/Intake (213) 489-7763",,www.fjm.org,,,60004,"The mission provides emergency food, holiday assistance, personal enrichment, personal goods, shelter for the homeless in the Skid Row area of downtown Los Angeles and volunteer opportunities.",90013,http://egis3.lacounty.gov/lms/?p=60004,publish,34.043339,-118.241895,2013/06/01 11:50:56+00,,6488389.66778514,1838240.46093473
6389116.65012428,1904806.63784152,58589,211,,Social Services,Homeless Shelters and Services,,www.sfvrescuemission.org,Our Redeemer Lutheran Church - Sfv Rescue Mission,8520 Winnetka Ave.,,Winnetka,CA,"Friday, 8:30am to 10:30am and 12:00pm to 1:00pm. ",,,www.sfvrescuemission.org,,,60005,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91306,http://egis3.lacounty.gov/lms/?p=60005,publish,34.22515,-118.570832,2013/06/01 11:50:56+00,,6389116.65012422,1904806.63784148
6427237.04927702,1890848.7310461,58591,211,,Social Services,Homeless Shelters and Services,,www.sfvrescuemission.org,Lutheran Social Services/Central Lutheran Church - Sfv Rescue Mission,6425 Tyrone Blvd.,,Van Nuys,CA,"Thursday, 8:30am to 10:30am and 12:00pm to 1:00pm. ","Service/Intake and Administration (818) 785-4476, Secondary Telephone Number Information (818) 901-9480",,www.sfvrescuemission.org,,,60008,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91401,http://egis3.lacounty.gov/lms/?p=60008,publish,34.187325,-118.444522,2013/06/01 11:50:56+00,,6427237.04927696,1890848.73104607
6432992.94852635,1898593.90584444,58595,211,,Social Services,Homeless Shelters and Services,,www.sfvrescuemission.org,San Fernando Valley Rescue Mission,13422 Saticoy St.,,North Hollywood,CA,"Monday through Friday, 8:30am to 5:00pm. ","FAX (818) 474-1294, Donations Pick-ups Service/Intake (800) 417-5678, Bob - for space availability Information Only (661) 965-0180,  Service/Intake and Administration (818) 785-4476",,www.sfvrescuemission.org,,,60009,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91605,http://egis3.lacounty.gov/lms/?p=60009,publish,34.208676,-118.425598,2013/06/01 11:50:56+00,,6432992.94852631,1898593.90584439
6448248.37208369,1881857.57087885,58600,211,,Social Services,Homeless Shelters and Services,,www.sfvrescuemission.org,North Hollywood 1St Baptist Church - Sfv Rescue Mission,11210 Otsego St.,,North Hollywood,CA,,"Service/Intake (818) 763-4356,  Service/Intake (818) 980-7370",,www.sfvrescuemission.org,,,60020,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91601,http://egis3.lacounty.gov/lms/?p=60020,publish,34.162854,-118.374935,2013/06/01 11:50:56+00,,6448248.37208363,1881857.5708788
6503436.11144553,1743890.90521169,58626,211,,Social Services,Homeless Shelters and Services,,www.catholiccharitiesla.org/sanpedro.html,Catholic Charities Of Los Angeles - San Pedro Region - Long Beach Community Services Center,123 E. 14th St.,,Long Beach,CA,,"Service/Intake and Administration (562) 591-1351,  Administrative (562) 591-1641",,www.catholiccharitiesla.org/sanpedro.html,,,60044,"The office administers a number of community centers and program offices within the San Pedro Pastoral Region, which extends from Palos Verdes to Pico Rivera on the north to Long Beach on the south.",90813,http://egis3.lacounty.gov/lms/?p=60044,publish,33.784172,-118.191634,2013/06/01 11:50:56+00,,6503436.11144547,1743890.90521164
6505124.53687444,1738992.52360427,58761,211,,Social Services,Homeless Shelters and Services,,www.COAlongbeach.org,Christian Outreach In Action,515 E. 3rd St.,,Long Beach,CA,,"Service/Intake and Administration (562) 432-1440,  FAX (562) 590-8984",,www.COAlongbeach.org,,,60138,"The organization provides emergency food, holiday assistance, homeless support services, personal goods and shelter for people who are in the Long Beach area, including people who are homeless.",90802,http://egis3.lacounty.gov/lms/?p=60138,publish,33.770721,-118.186048,2013/06/01 11:50:56+00,,6505124.53687438,1738992.52360423
6502107.17119002,1746977.39871061,58764,211,,Social Services,Homeless Shelters and Services,,www.COAlongbeach.org,Christian Outreach In Action - Transitional Housing,1950 Chestnut Ave.,,Long Beach,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake (562) 432-1440,,www.COAlongbeach.org,,,60139,"The organization provides emergency food, holiday assistance, homeless support services, personal goods and shelter for people who are in the Long Beach area, including people who are homeless.",90806,http://egis3.lacounty.gov/lms/?p=60139,publish,33.792646,-118.196027,2013/06/01 11:50:56+00,,6502107.17118996,1746977.39871056
6487458.70901719,1838982.93025035,59008,211,,Social Services,Homeless Shelters and Services,,www.losangelesmission.org,Anne Douglas Center Of The Los Angeles Mission,310 Winston St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","LA Mission Main Desk Service/Intake (213) 629-1227,  Service/Intake and Administration (213) 614-0743",,www.losangelesmission.org,,,60318,"The program provides Christian-oriented homeless support services, personal goods and substance abuse services for low-income and homeless women and women with children in the Skid Row area of downtown Los Angeles.",90013,http://egis3.lacounty.gov/lms/?p=60318,publish,34.045373,-118.244974,2013/06/01 11:50:56+00,,6487458.70901714,1838982.93025032
6459210.96367553,1856479.82734311,59052,211,,Social Services,Homeless Shelters and Services,,www.lagaycenter.org,L A Gay And Lesbian Center - Highland Annex,1220 N Highland Ave,,Los Angeles,CA,"Monday through Friday, 8:30am to 5:30pm; Saturday and Sunday, 8:30am to 4:00pm. ","Service/Intake (323) 860-2280, LGBTQ Youth Hotline Hotline/Talkline/Warmline (323) 461-8163,  Service/Intake (323) 993-7501",,www.lagaycenter.org,,,60357,"The program provides emergency food, HIV/AIDS services, homeless support services and shelter for people who live in Los Angeles County.",90038,http://egis3.lacounty.gov/lms/?p=60357,publish,34.09322663,-118.3384142,2013/06/01 11:50:56+00,,6459210.96367547,1856479.82734306
6460975.19669561,1859029.16115518,59054,211,,Social Services,Homeless Shelters and Services,,www.lagaycenter.org,L A Gay And Lesbian Center - Youth Services Program,1625 N. Schrader Blvd.,,Los Angeles,CA,"Monday through Saturday, 9:00am to 5:00pm. ",Service/Intake (323) 993-7400,,www.lagaycenter.org,,,60358,"The program provides emergency food, HIV/AIDS services, homeless support services and shelter for people who live in Los Angeles County.",90028,http://egis3.lacounty.gov/lms/?p=60358,publish,34.100248,-118.332615,2013/06/01 11:50:56+00,,6460975.19669555,1859029.16115515
6477616.8920867,1760213.91127951,59057,211,,Social Services,Homeless Shelters and Services,,NULL,St. Philomena Church,21900 S. Main St.,,Carson,CA,"Monday through Sunday, 9:00am to 8:00pm. ","Service/Intake and Administration (310) 835-7161, Contributions or Volunteers Service/Intake (310) 830-5294",,,,,60359,"The program provides emergency food and holiday assistance for low-income residents of Carson, Long Beach zip code 90810 and Torrance zip code 90502.",90745,http://egis3.lacounty.gov/lms/?p=60359,publish,33.828859,-118.276746,2013/06/01 11:50:56+00,,6477616.89208664,1760213.91127948
6568058.93298702,1826060.6283391,59059,211,,Social Services,Homeless Shelters and Services,,NULL,East San Gabriel Valley Coalition For The Homeless,1345 Turnbull Canyon Rd.,,Hacienda Heights,CA,"Monday through Friday, 8:30am to 1:30pm. ","Service/Intake (626) 333-7204,  FAX (626) 333-7260",,,,,60360,"The program provides emergency food, information and referral, personal goods and transportation assistance for homeless people in the East San Gabriel Valley area.",91745,http://egis3.lacounty.gov/lms/?p=60360,publish,34.010111,-117.97892,2013/06/01 11:50:56+00,,6568058.93298697,1826060.62833907
6487014.89231953,1837865.68674994,59092,211,,Social Services,Homeless Shelters and Services,,www.voala.org,Volunteers Of America - San Julian Access Center,628 S. San Julian St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake and Administration (213) 624-4357,,www.voala.org,,,60394,The program provides homeless support services in Downtown Los Angeles.,90014,http://egis3.lacounty.gov/lms/?p=60394,publish,34.0423,-118.24643,2013/06/01 11:50:56+00,,6487014.89231947,1837865.68674989
6499567.96465428,1793724.72122627,59242,211,,Social Services,Homeless Shelters and Services,,www.jordansdisciplescommunityservice.org,Jordan's Disciples Community Service - Root 66,3669 Louise St.,,Lynwood,CA,"Monday through Sunday, 24 hours per day. ","Ms. Scott Administrative (310) 876-5390,  Service/Intake (424) 228-0343, Ms. Walston Service/Intake (310) 213-0840, Ms. Scott Service/Intake (310) 213-0203,  Service/Intake (562) 618-1857",,,,,60541,"The program provides shelter for pregnant women and women with children who are in Carson, Compton, Lynwood and Los Angeles.",90262,http://egis3.lacounty.gov/lms/?p=60541,publish,33.921085,-118.204697,2013/06/01 11:50:56+00,,6499567.96465422,1793724.72122623
6496145.23101419,1815635.2948591,59629,211,,Social Services,Homeless Shelters and Services,,www1.usw.salvationarmy.org/usw/www_usw_southeastcommunities.nsf,Salvation Army Corps Community Center - Huntington Park,2965 E. Gage Ave.,,Huntington Park,CA,,"Service/Intake (323) 587-4221,  FAX (323) 587-3973",,www1.usw.salvationarmy.org/usw/www_usw_southeastcommunities.nsf,,,60839,"This agency provides a companionship program, emergency food, holiday assistance, homeless support services, personal enrichment and utility bill assistance for people who live in Bell, Bell Gardens, Cudahy, Downey, Huntington Park, Maywood, South Gate, Vernon and Walnut Park.",90255,http://egis3.lacounty.gov/lms/?p=60839,publish,33.981272,-118.216134,2013/06/01 11:50:56+00,,6496145.23101413,1815635.29485907
